id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,Term_Length,Length_Type,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
1002681,WI,INDIVIDUAL,2 years,Associated Banc-Corp,B,RENT,11/11/2021,5/16/2021,12/13/2021,Fully Paid,1/13/2022,1228936,credit card,B3,60,months,Source Verified,48000.00,0.14,353.58,0.12,16000.00,17.00,19283.00
724490,CT,INDIVIDUAL,4 years,MDF Systems Inc.,B,RENT,4/11/2021,11/15/2021,8/14/2021,Fully Paid,9/14/2021,919607,credit card,B3,60,months,Source Verified,29412.00,0.24,323.06,0.10,15075.00,33.00,18832.00
547720,IL,INDIVIDUAL,7 years,Academy of the Sacred Heart,B,RENT,7/10/2021,11/13/2021,11/13/2021,Fully Paid,12/13/2021,706251,credit card,B2,60,months,Source Verified,43000.00,0.17,108.09,0.11,5000.00,18.00,6277.00
692328,IL,INDIVIDUAL,7 years,MOL America,B,RENT,3/11/2021,6/15/2021,5/15/2021,Fully Paid,6/15/2021,882980,credit card,B2,60,months,Source Verified,70000.00,0.20,220.97,0.10,10400.00,25.00,13170.00
746619,CO,INDIVIDUAL,7 years,Center for Creative Leadership,B,RENT,5/11/2021,5/16/2021,3/16/2021,Fully Paid,4/16/2021,945404,credit card,B5,60,months,Source Verified,32020.00,0.16,207.39,0.12,9325.00,17.00,12439.00
543722,MA,INDIVIDUAL,9 years,Vertex Pharmaceuticals Inc.,B,RENT,7/10/2021,4/16/2021,7/15/2021,Fully Paid,8/15/2021,701446,credit card,B5,60,months,Source Verified,50445.20,0.23,110.87,0.12,5000.00,19.00,6652.00
803555,CA,INDIVIDUAL,< 1 year,Bank of the West,B,RENT,7/11/2021,4/14/2021,4/14/2021,Fully Paid,5/14/2021,1009328,credit card,B3,60,months,Source Verified,52000.00,0.14,391.28,0.11,18000.00,19.00,22234.00
623549,CA,INDIVIDUAL,< 1 year,emanuel medical center,B,RENT,12/10/2021,12/15/2021,12/15/2021,Fully Paid,1/15/2022,799132,credit card,B4,60,months,Source Verified,76800.00,0.11,106.22,0.10,5000.00,16.00,6372.00
694445,PA,INDIVIDUAL,1 year,A Running Start,B,RENT,3/11/2021,9/15/2021,9/15/2021,Fully Paid,10/15/2021,885369,credit card,B4,60,months,Source Verified,20000.00,0.15,88.62,0.11,4100.00,33.00,5260.00
530679,IL,INDIVIDUAL,2 years,"Lerman, Boudart & Associates, LLP",B,RENT,6/10/2021,6/15/2021,7/15/2021,Fully Paid,8/15/2021,686193,credit card,B1,60,months,Source Verified,45000.00,0.22,188.63,0.10,8800.00,35.00,11317.00
625014,CA,INDIVIDUAL,3 years,UNIVERSITY OF CALIFORNIA,C,RENT,12/10/2021,11/15/2021,9/14/2021,Fully Paid,10/14/2021,801019,credit card,C2,60,months,Source Verified,70001.00,0.18,207.50,0.13,9200.00,26.00,12212.00
852591,TX,INDIVIDUAL,7 years,US ARMY,C,RENT,8/11/2021,5/16/2021,3/14/2021,Fully Paid,4/14/2021,1064666,credit card,C1,60,months,Source Verified,72000.00,0.15,272.98,0.13,12000.00,19.00,15150.00
657682,NY,INDIVIDUAL,9 years,61st Corp,C,RENT,2/11/2021,2/16/2021,12/13/2021,Fully Paid,1/13/2022,841098,credit card,C2,60,months,Source Verified,37000.00,0.12,273.41,0.13,12000.00,12.00,15460.00
620918,OR,INDIVIDUAL,< 1 year,Aerotek Contract Emp for IDT,C,RENT,12/10/2021,11/14/2021,11/14/2021,Fully Paid,12/14/2021,795795,credit card,C5,60,months,Source Verified,31368.00,0.17,314.48,0.14,16750.00,6.00,18574.00
629818,NY,INDIVIDUAL,4 years,Macys Inc,C,RENT,12/10/2021,5/16/2021,9/12/2021,Fully Paid,10/12/2021,806939,credit card,C1,60,months,Source Verified,45000.00,0.14,357.78,0.12,16000.00,28.00,18877.00
586251,NY,INDIVIDUAL,5 years,Bank Street College,C,RENT,9/10/2021,3/16/2021,11/15/2021,Fully Paid,12/15/2021,753160,credit card,C1,60,months,Source Verified,37200.00,0.23,188.69,0.13,8250.00,29.00,11416.00
851328,CA,INDIVIDUAL,< 1 year,Goldey Capital,C,RENT,8/11/2021,3/16/2021,12/14/2021,Fully Paid,1/14/2022,1063240,credit card,C5,60,months,Source Verified,39000.00,0.23,337.75,0.15,14125.00,8.00,19364.00
595616,PA,INDIVIDUAL,2 years,NGH,C,RENT,10/10/2021,10/15/2021,11/15/2021,Fully Paid,12/15/2021,764666,credit card,C2,60,months,Source Verified,88000.00,0.11,230.67,0.14,10000.00,27.00,13840.00
485685,NY,INDIVIDUAL,2 years,ecolab,C,RENT,7/10/2021,5/16/2021,11/13/2021,Fully Paid,12/13/2021,618829,credit card,C3,60,months,Source Verified,43000.00,0.17,260.49,0.14,11200.00,26.00,15091.00
560364,NY,INDIVIDUAL,1 year,Teachers College,C,RENT,9/10/2021,2/12/2021,1/12/2021,Fully Paid,2/12/2021,721246,credit card,C2,60,months,Source Verified,36000.00,0.18,274.50,0.14,11900.00,14.00,13859.00
823379,NY,INDIVIDUAL,1 year,UBS,D,RENT,8/11/2021,6/15/2021,11/11/2021,Fully Paid,12/11/2021,1031941,credit card,D5,60,months,Source Verified,55000.00,0.18,502.34,0.17,20000.00,21.00,20865.00
999744,TX,INDIVIDUAL,2 years,Little Elm I.S.D,D,RENT,10/11/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,1225347,credit card,D3,60,months,Source Verified,46200.00,0.15,319.98,0.17,12800.00,15.00,16876.00
1048310,CA,INDIVIDUAL,3 years,ST. JOSEPH HOSPITAL,D,RENT,12/11/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,1279429,credit card,D2,60,months,Source Verified,55000.00,0.21,544.04,0.17,22000.00,22.00,27466.00
646345,CA,INDIVIDUAL,3 years,"P2S Engineering,Inc",D,RENT,1/11/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,826983,credit card,D3,60,months,Source Verified,50232.00,0.22,284.41,0.15,12000.00,22.00,13138.00
641209,TX,INDIVIDUAL,3 years,northern Trust,D,RENT,12/10/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,820792,credit card,D5,60,months,Source Verified,50000.00,0.21,423.99,0.16,17600.00,20.00,24668.00
727724,PA,INDIVIDUAL,5 years,AMC Settlement Services,D,RENT,4/11/2021,5/16/2021,7/15/2021,Fully Paid,8/15/2021,923265,credit card,D3,60,months,Source Verified,38500.00,0.23,239.38,0.15,10000.00,21.00,14225.00
724209,FL,INDIVIDUAL,9 years,ThinkDirect Marketing Group,D,RENT,4/11/2021,4/16/2021,3/16/2021,Fully Paid,4/16/2021,919293,credit card,D2,60,months,Source Verified,26458.00,0.04,118.72,0.15,5000.00,9.00,7046.00
752339,MD,INDIVIDUAL,< 1 year,"Lydon, Fetterolf, Corydon, P.A.",D,RENT,5/11/2021,2/12/2021,1/12/2021,Fully Paid,2/12/2021,951917,credit card,D3,60,months,Source Verified,50000.00,0.23,237.19,0.16,15000.00,22.00,10669.00
665200,CA,INDIVIDUAL,< 1 year,Casa De Manana,D,RENT,2/11/2021,6/12/2021,5/12/2021,Fully Paid,6/12/2021,850490,credit card,D4,60,months,Source Verified,25000.00,0.15,96.53,0.16,4000.00,15.00,4698.00
869079,CT,INDIVIDUAL,1 year,CHASE BANK,D,RENT,9/11/2021,4/16/2021,7/14/2021,Fully Paid,8/14/2021,1082892,credit card,D3,60,months,Source Verified,50400.00,0.17,372.38,0.16,19600.00,25.00,20368.00
646959,TX,INDIVIDUAL,6 years,SPI,D,RENT,1/11/2021,3/16/2021,3/15/2021,Fully Paid,4/15/2021,827743,credit card,D5,60,months,Source Verified,90000.00,0.03,168.64,0.16,7000.00,15.00,10016.00
692034,FL,INDIVIDUAL,1 year,Hair Depot Beauty Supply,D,RENT,3/11/2021,4/14/2021,3/14/2021,Fully Paid,4/14/2021,882661,credit card,D2,60,months,Source Verified,36000.00,0.21,162.64,0.15,6850.00,14.00,9212.00
1049595,TX,INDIVIDUAL,2 years,Pharmerica,D,RENT,12/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1280817,credit card,D3,60,months,Source Verified,61500.00,0.13,316.23,0.17,12650.00,27.00,17469.00
1056070,OH,INDIVIDUAL,3 years,Whole Foods Market,D,RENT,12/11/2021,3/16/2021,4/15/2021,Fully Paid,5/15/2021,1287644,credit card,D5,60,months,Source Verified,24000.00,0.12,306.36,0.18,12000.00,13.00,17562.00
609146,NY,INDIVIDUAL,7 years,Economic Advantages Corporation,D,RENT,11/10/2021,5/13/2021,8/12/2021,Fully Paid,9/12/2021,781354,credit card,D5,60,months,Source Verified,36500.00,0.17,144.55,0.16,6000.00,24.00,7437.00
616327,NY,INDIVIDUAL,< 1 year,MecÃ¢Â€Â¢Con Associates Inc.,D,RENT,11/10/2021,5/13/2021,5/13/2021,Fully Paid,6/13/2021,790281,credit card,D3,60,months,Source Verified,31200.00,0.11,189.61,0.15,8000.00,6.00,10418.00
739925,NY,INDIVIDUAL,1 year,american campus communities,D,RENT,5/11/2021,5/15/2021,7/14/2021,Fully Paid,8/14/2021,937553,credit card,D3,60,months,Source Verified,53140.00,0.12,191.50,0.15,8000.00,14.00,10931.00
998087,OH,INDIVIDUAL,1 year,Marathon Petroleum,D,RENT,10/11/2021,5/16/2021,4/15/2021,Fully Paid,5/15/2021,1223224,credit card,D3,60,months,Source Verified,68000.00,0.20,149.99,0.17,6000.00,15.00,8632.00
603634,WI,INDIVIDUAL,10+ years,Milliman,D,RENT,10/10/2021,5/16/2021,5/12/2021,Fully Paid,6/12/2021,774528,credit card,D2,60,months,Source Verified,63450.00,0.22,141.05,0.14,6000.00,27.00,7166.00
843913,NY,INDIVIDUAL,6 years,Coffee Distributing Corp.,D,RENT,8/11/2021,5/16/2021,1/13/2021,Fully Paid,2/13/2021,1054756,credit card,D5,60,months,Source Verified,130000.00,0.11,376.76,0.17,15000.00,25.00,18381.00
637878,VA,INDIVIDUAL,< 1 year,Servotech Engineering,D,RENT,12/10/2021,5/16/2021,6/12/2021,Fully Paid,7/12/2021,380132,credit card,D4,60,months,Source Verified,67000.00,0.23,286.75,0.15,12000.00,23.00,14336.00
573194,WI,INDIVIDUAL,3 years,GE Healthcare,D,RENT,9/10/2021,5/16/2021,6/15/2021,Fully Paid,7/15/2021,737269,credit card,D3,60,months,Source Verified,76000.00,0.14,289.15,0.16,12000.00,16.00,17107.00
1046616,MA,INDIVIDUAL,5 years,Federal Reserve Bank of Boston,D,RENT,12/11/2021,4/16/2021,12/14/2021,Fully Paid,1/14/2022,1277464,credit card,D4,60,months,Source Verified,105842.00,0.13,596.43,0.18,23700.00,27.00,33466.00
646094,CA,INDIVIDUAL,3 years,Hyundai Motor Finance,E,RENT,1/11/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,826656,credit card,E2,60,months,Source Verified,50000.00,0.19,370.94,0.17,15000.00,22.00,16419.00
692217,NC,INDIVIDUAL,6 years,Country Club of Landfall,E,RENT,3/11/2021,3/16/2021,2/16/2021,Fully Paid,3/16/2021,882866,credit card,E1,60,months,Source Verified,37000.00,0.18,235.50,0.16,9600.00,13.00,14128.00
565549,MA,INDIVIDUAL,7 years,National Board of Trial Advocacy,E,RENT,8/10/2021,4/16/2021,7/14/2021,Fully Paid,8/14/2021,727594,credit card,E1,60,months,Source Verified,44000.00,0.21,368.37,0.16,15000.00,32.00,21624.00
1034283,VA,INDIVIDUAL,8 years,Lowes,E,RENT,11/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1263878,credit card,E3,60,months,Source Verified,55000.00,0.11,162.27,0.19,6200.00,19.00,8823.00
391748,OH,INDIVIDUAL,< 1 year,Odessey Consulting,E,RENT,11/10/2021,11/14/2021,8/14/2021,Fully Paid,9/14/2021,379477,credit card,E2,60,months,Source Verified,80000.00,0.16,293.87,0.16,12000.00,13.00,17187.00
730242,CA,INDIVIDUAL,< 1 year,Glassdoor.com,E,RENT,4/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,926164,credit card,E3,60,months,Source Verified,65000.00,0.17,199.43,0.17,8000.00,20.00,11965.00
558201,CA,INDIVIDUAL,1 year,JPMorgan Chase,E,RENT,8/10/2021,2/15/2021,2/15/2021,Fully Paid,3/15/2021,718601,credit card,E4,60,months,Source Verified,50000.00,0.09,181.12,0.18,7200.00,11.00,10809.00
574363,MA,INDIVIDUAL,10+ years,Winchester Savings Bank,E,RENT,11/10/2021,4/16/2021,11/15/2021,Fully Paid,12/15/2021,738855,credit card,E1,60,months,Source Verified,46000.00,0.14,116.60,0.16,4800.00,27.00,6996.00
670689,VT,INDIVIDUAL,2 years,"Genex, CRI",E,RENT,2/11/2021,8/14/2021,7/14/2021,Fully Paid,8/14/2021,857408,credit card,E2,60,months,Source Verified,38000.00,0.19,199.69,0.17,8075.00,12.00,11514.00
685502,TX,INDIVIDUAL,2 years,State of Texas,E,RENT,3/11/2021,12/11/2021,12/11/2021,Fully Paid,1/11/2022,875156,credit card,E4,60,months,Source Verified,67000.00,0.24,437.23,0.18,17400.00,22.00,19585.00
650887,CA,INDIVIDUAL,4 years,Nationwide Legal,E,RENT,2/11/2021,8/15/2021,8/15/2021,Fully Paid,9/15/2021,832606,credit card,E5,60,months,Source Verified,48000.00,0.16,405.26,0.18,16000.00,16.00,24196.00
1037389,IL,INDIVIDUAL,< 1 year,"Sphere Consulting, Inc.",E,RENT,12/11/2021,5/16/2021,7/15/2021,Fully Paid,8/15/2021,1267080,credit card,E1,60,months,Source Verified,55000.00,0.19,411.89,0.19,16000.00,27.00,23906.00
533260,CA,INDIVIDUAL,2 years,LifeCare Assurance,E,RENT,6/10/2021,5/16/2021,2/15/2021,Fully Paid,3/15/2021,689276,credit card,E3,60,months,Source Verified,55000.00,0.10,318.80,0.17,21000.00,6.00,19073.00
555496,MN,INDIVIDUAL,10+ years,Lindquist & Vennum P.L.L.P.,F,RENT,7/10/2021,12/15/2021,8/15/2021,Fully Paid,9/15/2021,715397,credit card,F2,60,months,Source Verified,36000.00,0.05,193.20,0.19,7500.00,6.00,11592.00
785710,NY,INDIVIDUAL,5 years,Syracuse University,F,RENT,6/11/2021,5/16/2021,7/15/2021,Fully Paid,8/15/2021,989048,credit card,F1,60,months,Source Verified,36000.00,0.19,319.60,0.20,12000.00,9.00,18835.00
629415,CA,INDIVIDUAL,10+ years,sb landscaping inc,F,RENT,12/10/2021,3/14/2021,10/13/2021,Fully Paid,11/13/2021,806381,credit card,F3,60,months,Source Verified,90000.00,0.16,135.51,0.19,5275.00,14.00,7491.00
733401,NY,INDIVIDUAL,5 years,"BDC Partners, LLC",G,RENT,4/11/2021,5/16/2021,11/14/2021,Fully Paid,12/14/2021,909944,credit card,G4,60,months,Source Verified,325000.00,0.06,951.21,0.21,35000.00,16.00,54132.00
966392,IL,INDIVIDUAL,10+ years,"RLC Enterprises, Inc",C,MORTGAGE,10/11/2021,2/16/2021,9/15/2021,Fully Paid,10/15/2021,1187061,credit card,C4,60,months,Source Verified,95000.00,0.14,430.78,0.15,18000.00,28.00,25378.00
580721,OH,INDIVIDUAL,9 years,pnc investments,D,MORTGAGE,9/10/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,746490,credit card,D5,60,months,Source Verified,96000.00,0.04,317.13,0.16,16000.00,20.00,14778.00
860597,MI,INDIVIDUAL,5 years,steck schulte supply,D,MORTGAGE,8/11/2021,7/12/2021,7/12/2021,Fully Paid,8/12/2021,1073407,credit card,D5,60,months,Source Verified,50000.00,0.21,301.41,0.17,12000.00,21.00,13663.00
534357,LA,INDIVIDUAL,10+ years,Phoenix Contact,E,MORTGAGE,6/10/2021,5/16/2021,1/14/2021,Fully Paid,2/14/2021,690615,credit card,E2,60,months,Source Verified,98000.00,0.19,346.59,0.17,14000.00,33.00,20041.00
801737,FL,INDIVIDUAL,10+ years,"Specialty Group, Inc.",F,MORTGAGE,7/11/2021,8/15/2021,7/15/2021,Fully Paid,8/15/2021,1007344,credit card,F1,60,months,Source Verified,75000.00,0.14,852.27,0.20,32000.00,20.00,50231.00
596875,PA,INDIVIDUAL,10+ years,hess ready mix inc.,C,OWN,10/10/2021,4/16/2021,6/15/2021,Fully Paid,7/15/2021,766172,credit card,C3,60,months,Source Verified,40560.00,0.09,337.24,0.14,14500.00,15.00,20163.00
617470,CA,INDIVIDUAL,2 years,Caltrans,B,RENT,11/10/2021,4/16/2021,7/13/2021,Fully Paid,8/13/2021,791630,credit card,B5,60,months,Source Verified,57000.00,0.22,241.57,0.10,18000.00,28.00,13663.00
645651,CA,INDIVIDUAL,7 years,Taft Broadcasting,C,RENT,1/11/2021,1/16/2021,6/12/2021,Fully Paid,7/12/2021,826139,credit card,C3,60,months,Source Verified,68000.00,0.20,272.92,0.13,12000.00,26.00,13947.00
736254,AZ,INDIVIDUAL,2 years,On Q Financial,E,RENT,4/11/2021,5/16/2021,9/12/2021,Fully Paid,10/12/2021,933114,credit card,E3,60,months,Source Verified,49200.00,0.24,299.14,0.17,12000.00,17.00,14286.00
579585,NY,INDIVIDUAL,3 years,General Revenue Corporation,A,MORTGAGE,9/10/2021,10/14/2021,6/14/2021,Charged Off,7/14/2021,745158,credit card,A5,60,months,Verified,25200.00,0.17,99.08,0.08,4900.00,46.00,4584.00
538267,CA,INDIVIDUAL,10+ years,WestEd,B,MORTGAGE,7/10/2021,5/16/2021,4/12/2021,Charged Off,5/12/2021,695203,credit card,B2,60,months,Verified,77022.00,0.23,237.80,0.11,11000.00,34.00,5228.00
950998,NJ,INDIVIDUAL,10+ years,"Waters, McPherson, McNeill",B,MORTGAGE,11/11/2021,9/14/2021,4/14/2021,Charged Off,5/14/2021,1171749,credit card,B3,60,months,Verified,82000.00,0.12,773.44,0.12,35000.00,42.00,25295.00
866089,FL,INDIVIDUAL,10+ years,SUNSHINE STATE FEDERAL SAVINGS,B,MORTGAGE,9/11/2021,5/16/2021,9/12/2021,Charged Off,10/12/2021,1079479,credit card,B4,60,months,Verified,36000.00,0.26,200.64,0.11,13250.00,34.00,2207.00
726234,CA,INDIVIDUAL,10+ years,Advanced Entertainment Technology,B,MORTGAGE,5/11/2021,8/11/2021,1/12/2021,Charged Off,2/12/2021,921576,credit card,B5,60,months,Verified,58000.00,0.24,378.07,0.12,17000.00,28.00,9312.00
881074,CO,INDIVIDUAL,10+ years,VA Health Administration Center,B,MORTGAGE,9/11/2021,5/16/2021,12/13/2021,Charged Off,1/13/2022,1094906,credit card,B5,60,months,Verified,70099.00,0.19,488.05,0.13,26850.00,59.00,12200.00
885916,SC,INDIVIDUAL,10+ years,Frito Lay,B,MORTGAGE,9/11/2021,10/14/2021,7/14/2021,Charged Off,8/14/2021,1101646,credit card,B5,60,months,Verified,78000.00,0.20,671.07,0.13,29700.00,48.00,23750.00
1045358,WA,INDIVIDUAL,3 years,Legacy Health System,B,MORTGAGE,12/11/2021,5/16/2021,7/14/2021,Charged Off,8/14/2021,1275980,credit card,B5,60,months,Verified,85000.00,0.26,542.28,0.13,24000.00,38.00,16811.00
1014734,WA,INDIVIDUAL,4 years,boeing,B,MORTGAGE,11/11/2021,2/14/2021,6/12/2021,Charged Off,7/12/2021,1242349,credit card,B3,60,months,Verified,65000.00,0.16,441.97,0.12,20000.00,29.00,4139.00
1048215,CA,INDIVIDUAL,10+ years,Lamont Digital Systems,B,MORTGAGE,12/11/2021,4/16/2021,4/14/2021,Charged Off,5/14/2021,1279332,credit card,B5,60,months,Verified,220000.00,0.08,542.28,0.13,24000.00,28.00,20788.00
795448,GA,INDIVIDUAL,10+ years,"Georgia Asphalt, Inc.",C,MORTGAGE,6/11/2021,4/15/2021,11/14/2021,Charged Off,12/14/2021,1000179,credit card,C1,60,months,Verified,36400.00,0.22,312.79,0.13,13750.00,15.00,13304.00
727518,MN,INDIVIDUAL,10+ years,3m co.,C,MORTGAGE,4/11/2021,3/15/2021,10/14/2021,Charged Off,11/14/2021,923037,credit card,C1,60,months,Verified,55000.00,0.24,417.91,0.13,18500.00,23.00,18513.00
675963,VT,INDIVIDUAL,10+ years,Center for Simplified Strategic Planning,C,MORTGAGE,2/11/2021,3/15/2021,10/14/2021,Charged Off,11/14/2021,863831,credit card,C1,60,months,Verified,139000.00,0.19,180.72,0.13,8000.00,43.00,8191.00
576413,WI,INDIVIDUAL,10+ years,usps,C,MORTGAGE,9/10/2021,6/12/2021,1/12/2021,Charged Off,2/12/2021,741302,credit card,C2,60,months,Verified,60000.00,0.16,207.60,0.14,9000.00,26.00,4317.00
826990,PA,INDIVIDUAL,6 years,Waste Management,C,MORTGAGE,7/11/2021,5/16/2021,4/13/2021,Charged Off,5/13/2021,1035911,credit card,C2,60,months,Verified,51600.00,0.23,499.78,0.13,21725.00,26.00,9995.00
613046,MA,INDIVIDUAL,6 years,covanta energy,C,MORTGAGE,11/10/2021,4/16/2021,10/12/2021,Charged Off,11/12/2021,786038,credit card,C4,60,months,Verified,96000.00,0.16,573.32,0.13,25000.00,32.00,12611.00
728135,CA,INDIVIDUAL,8 years,"Cricket Communications, Inc.",C,MORTGAGE,4/11/2021,5/13/2021,1/13/2021,Charged Off,2/13/2021,923734,credit card,C1,60,months,Verified,120000.00,0.10,225.90,0.13,10000.00,17.00,4720.00
560150,NY,INDIVIDUAL,1 year,Capco,C,MORTGAGE,8/10/2021,4/16/2021,2/16/2021,Charged Off,3/16/2021,720996,credit card,C2,60,months,Verified,124800.00,0.19,576.67,0.14,25000.00,23.00,34765.00
1036762,CT,INDIVIDUAL,10+ years,Town of Hamden,C,MORTGAGE,12/11/2021,2/15/2021,11/12/2021,Charged Off,12/12/2021,1266440,credit card,C1,60,months,Verified,60000.00,0.09,454.35,0.13,19750.00,21.00,5976.00
829887,GA,INDIVIDUAL,10+ years,Richard W. Wurst CPA LLC,C,MORTGAGE,7/11/2021,5/16/2021,7/14/2021,Charged Off,8/14/2021,1039016,credit card,C2,60,months,Verified,57000.00,0.23,391.08,0.13,17000.00,36.00,13688.00
626717,CA,INDIVIDUAL,< 1 year,General Atomics,C,MORTGAGE,12/10/2021,5/16/2021,8/13/2021,Charged Off,9/13/2021,803090,credit card,C4,60,months,Verified,50000.00,0.06,386.99,0.13,25000.00,36.00,11995.00
976782,NJ,INDIVIDUAL,10+ years,Ernst & Young,C,MORTGAGE,10/11/2021,4/15/2021,10/12/2021,Charged Off,11/12/2021,1199531,credit card,C3,60,months,Verified,100000.00,0.19,566.56,0.15,24000.00,29.00,8046.00
1033565,PA,INDIVIDUAL,10+ years,Lehigh Valley Hospital,C,MORTGAGE,12/11/2021,5/16/2021,3/15/2021,Charged Off,4/15/2021,1263134,credit card,C3,60,months,Verified,85500.00,0.28,519.35,0.15,22000.00,34.00,24835.00
767286,WY,INDIVIDUAL,10+ years,"CPS Distributors,Inc",C,MORTGAGE,5/11/2021,8/15/2021,3/15/2021,Charged Off,4/15/2021,968352,credit card,C5,60,months,Verified,65000.00,0.25,836.88,0.15,35000.00,27.00,39717.00
728464,IL,INDIVIDUAL,5 years,Northwest Construction/Laborers Union,C,MORTGAGE,4/11/2021,12/13/2021,12/13/2021,Charged Off,1/13/2022,924151,credit card,C3,60,months,Verified,110000.00,0.26,689.22,0.13,30000.00,49.00,19054.00
867826,TX,INDIVIDUAL,3 years,Friedkin Companies Inc.,C,MORTGAGE,9/11/2021,2/13/2021,9/12/2021,Charged Off,10/12/2021,1081444,credit card,C2,60,months,Verified,120000.00,0.17,621.13,0.13,32000.00,25.00,14087.00
807523,NY,INDIVIDUAL,10+ years,61 east 72nd street corp,D,MORTGAGE,7/11/2021,4/16/2021,3/15/2021,Charged Off,4/15/2021,1014114,credit card,D5,60,months,Verified,127000.00,0.13,474.08,0.17,24000.00,32.00,20860.00
578933,AZ,INDIVIDUAL,4 years,Intel,D,MORTGAGE,9/10/2021,4/14/2021,12/13/2021,Charged Off,1/13/2022,744372,credit card,D3,60,months,Verified,71000.00,0.25,277.10,0.16,11500.00,14.00,11777.00
701309,CA,INDIVIDUAL,4 years,Glow Networks,D,MORTGAGE,4/11/2021,4/13/2021,12/12/2021,Charged Off,1/12/2022,893081,credit card,D5,60,months,Verified,94000.00,0.15,486.58,0.16,20000.00,28.00,10119.00
857865,FL,INDIVIDUAL,7 years,QBE the Americas,D,MORTGAGE,8/11/2021,5/16/2021,9/14/2021,Charged Off,10/14/2021,1070376,credit card,D5,60,months,Verified,78000.00,0.20,376.76,0.17,15000.00,28.00,16366.00
756117,KY,INDIVIDUAL,10+ years,UPS,D,MORTGAGE,5/11/2021,5/16/2021,5/12/2021,Charged Off,6/12/2021,956029,credit card,D3,60,months,Verified,100000.00,0.24,417.85,0.16,17000.00,47.00,4595.00
774290,IL,INDIVIDUAL,10+ years,State of Illinois,D,MORTGAGE,6/11/2021,5/16/2021,10/12/2021,Charged Off,11/12/2021,976453,credit card,D4,60,months,Verified,117600.00,0.11,859.72,0.17,35000.00,27.00,12894.00
642413,IL,INDIVIDUAL,6 years,Telco Asset Management Services,D,MORTGAGE,1/11/2021,9/13/2021,6/13/2021,Charged Off,7/13/2021,822261,credit card,D3,60,months,Verified,53000.00,0.24,431.36,0.15,18200.00,24.00,12342.00
659869,MD,INDIVIDUAL,10+ years,atsc,D,MORTGAGE,1/11/2021,6/13/2021,4/13/2021,Charged Off,5/13/2021,843965,credit card,D5,60,months,Verified,90000.00,0.14,583.89,0.16,24000.00,48.00,21843.00
855255,CO,INDIVIDUAL,3 years,Bhpbilliton,D,MORTGAGE,9/11/2021,7/12/2021,1/12/2021,Charged Off,2/12/2021,1067567,credit card,D3,60,months,Verified,98000.00,0.27,860.28,0.16,35000.00,27.00,5337.00
1056799,AL,INDIVIDUAL,10+ years,City of Northport,E,MORTGAGE,12/11/2021,3/15/2021,12/14/2021,Charged Off,1/14/2022,1288353,credit card,E2,60,months,Verified,59000.00,0.20,637.90,0.19,24575.00,25.00,25480.00
613876,FL,INDIVIDUAL,10+ years,jacobsen homes,E,MORTGAGE,11/10/2021,3/13/2021,10/12/2021,Charged Off,11/12/2021,787023,credit card,E5,60,months,Verified,55000.00,0.13,401.35,0.17,16000.00,10.00,9496.00
1031182,TX,INDIVIDUAL,4 years,U.S. Probation Office,E,MORTGAGE,12/11/2021,3/13/2021,10/12/2021,Charged Off,11/12/2021,1260588,credit card,E2,60,months,Verified,60000.00,0.13,908.50,0.19,35000.00,35.00,10877.00
708969,GA,INDIVIDUAL,7 years,Consilium1,E,MORTGAGE,3/11/2021,1/16/2021,11/13/2021,Charged Off,12/13/2021,901520,credit card,E4,60,months,Verified,100000.00,0.22,753.83,0.18,30000.00,40.00,34855.00
616921,CA,INDIVIDUAL,8 years,Cricket Communications,E,MORTGAGE,11/10/2021,5/13/2021,11/12/2021,Charged Off,12/12/2021,790974,credit card,E5,60,months,Verified,120000.00,0.10,240.81,0.17,9600.00,16.00,5932.00
534809,IL,INDIVIDUAL,3 years,VHT Inc.,E,MORTGAGE,7/10/2021,5/16/2021,7/12/2021,Charged Off,8/12/2021,691137,credit card,E4,60,months,Verified,180000.00,0.11,603.72,0.18,24000.00,33.00,13884.00
692205,CA,INDIVIDUAL,10+ years,Processes Unlimited,E,MORTGAGE,3/11/2021,5/16/2021,7/11/2021,Charged Off,8/11/2021,868637,credit card,E2,60,months,Verified,85000.00,0.07,741.88,0.17,30000.00,28.00,9584.00
573005,CA,INDIVIDUAL,10+ years,Cisco Systems,E,MORTGAGE,9/10/2021,5/16/2021,7/12/2021,Charged Off,8/12/2021,737047,credit card,E2,60,months,Verified,290000.00,0.11,495.12,0.17,20000.00,44.00,10396.00
